location,total_sqft,bath,bhk
KR Puram,1200.0,4.0,4
EPIP Zone,1330.0,2.0,2
Marathahalli,1937.0,3.0,3
Electronic City,1128.0,2.0,2
Neeladri Nagar,1053.0,2.0,2
Panathur,1198.0,2.0,2
Marathahalli,1152.0,2.0,2
1st Block Jayanagar,1200.0,6.0,6
Frazer Town,1625.0,2.0,2
Kundalahalli,1397.0,3.0,3
Yeshwanthpur,1523.0,3.0,3
Kambipura,883.0,2.0,2
Kaggalipura,700.0,1.0,1
Yelahanka,1170.0,2.0,2
other,2400.0,3.0,3
Akshaya Nagar,1897.0,3.0,3
Rachenahalli,996.0,2.0,2
Haralur Road,1875.0,3.0,3
other,1500.0,2.0,3
other,3095.0,3.0,3
Ambalipura,1390.0,2.0,3
Yelahanka,697.0,1.0,1
Sarjapur  Road,710.0,1.0,1
Sompura,1025.0,2.0,3
Magadi Road,1000.0,2.0,2
Harlur,1200.0,4.0,4
Sarjapur  Road,3335.0,5.0,4
Bellandur,1281.0,2.0,2
Cooke Town,565.0,1.0,1
Varthur,1024.0,2.0,2
Banashankari,1300.0,2.0,3
Doddakallasandra,1233.0,2.0,2
other,1200.0,1.0,1
Hosur Road,1510.0,2.0,3
Kaggalipura,950.0,2.0,2
Battarahalli,1945.0,3.0,3
Uttarahalli,1008.0,2.0,2
Thanisandra,1265.0,2.0,3
Hebbal,1255.0,2.0,3
Yelenahalli,1200.0,2.0,2
Kudlu Gate,1535.0,3.0,3
other,1500.0,3.0,3
Chamrajpet,1475.0,2.0,3
Uttarahalli,1390.0,2.0,3
Raja Rajeshwari Nagar,1278.0,2.0,3
Kogilu,1170.0,2.0,2
Sahakara Nagar,1200.0,3.0,3
Whitefield,1697.0,3.0,3
Thanisandra,1651.0,3.0,3
other,1560.0,3.0,3
OMBR Layout,1078.0,2.0,2
Kumaraswami Layout,800.0,7.0,7
Kasavanhalli,1349.0,2.0,2
Ulsoor,2300.0,8.0,9
7th Phase JP Nagar,1680.0,3.0,3
Rayasandra,1314.0,2.0,3
Garudachar Palya,1060.0,2.0,2
Kalyan nagar,820.0,2.0,2
Whitefield,5000.0,4.0,4
Kalkere,856.0,2.0,2
ITPL,1200.0,3.0,3
other,600.0,5.0,4
Yelahanka New Town,500.0,1.0,1
other,485.0,1.0,1
7th Phase JP Nagar,1050.0,2.0,2
Devanahalli,1408.0,2.0,2
Uttarahalli,1150.0,2.0,2
Akshaya Nagar,1410.0,2.0,3
Kaggadasapura,2150.0,4.0,4
Koramangala,2292.0,4.0,3
Malleshwaram,2006.0,3.0,3
Ramamurthy Nagar,1040.0,2.0,2
TC Palaya,1240.0,2.0,2
Lakshminarayana Pura,1180.0,2.0,2
Abbigere,2200.0,6.0,6
Bannerghatta Road,1400.0,2.0,2
Raja Rajeshwari Nagar,500.0,1.0,1
Whitefield,4800.0,4.0,4
Sarjapur  Road,1984.0,4.0,3
Whitefield,3000.0,5.0,4
Garudachar Palya,1960.0,3.0,3
Whitefield,1700.0,3.0,3
Tumkur Road,1586.0,3.0,3
Chikka Tirupathi,2325.0,4.0,4
Yelahanka,1120.0,2.0,2
Sarjapur  Road,1128.0,2.0,2
5th Block Hbr Layout,1200.0,6.0,6
Jigani,924.0,2.0,2
Pai Layout,1006.0,2.0,2
Amruthahalli,1200.0,2.0,2
other,1200.0,3.0,3
Kannamangala,957.0,2.0,2
Whitefield,2842.0,3.0,3
Electronics City Phase 1,630.0,1.0,1
Kanakpura Road,1542.0,2.0,3
Haralur Road,2750.0,4.0,4
Iblur Village,3596.0,5.0,4
Kengeri Satellite Town,1635.0,2.0,3
Mysore Road,1239.0,2.0,2
Haralur Road,1194.0,2.0,2
other,1596.0,3.0,3
Channasandra,1009.0,2.0,2
Hosa Road,1726.0,3.0,3
Kudlu Gate,1535.0,3.0,3
Banashankari Stage V,1300.0,2.0,3
Whitefield,3100.0,4.0,4
Binny Pete,665.0,1.0,1
Chamrajpet,4050.0,7.0,9
TC Palaya,1500.0,2.0,3
Kalkere,925.0,2.0,2
Old Airport Road,3356.0,4.0,4
Begur,1419.0,2.0,3
Kasavanhalli,1121.0,2.0,2
KR Puram,1100.0,2.0,2
Old Airport Road,1206.0,2.0,2
Malleshwaram,840.0,7.0,8
Rachenahalli,680.0,1.0,1
Hebbal,1355.0,3.0,3
Electronic City,1070.0,2.0,2
other,1200.0,3.0,3
Electronic City,2000.0,4.0,4
Bommanahalli,1200.0,2.0,2
Marathahalli,1610.0,3.0,3
Haralur Road,1140.0,2.0,2
Raja Rajeshwari Nagar,1143.0,2.0,2
Rachenahalli,1530.0,2.0,3
7th Phase JP Nagar,980.0,2.0,2
Whitefield,1500.0,3.0,3
Whitefield,1280.0,2.0,2
Thanisandra,1265.0,2.0,2
JP Nagar,940.0,2.0,2
other,1515.0,3.0,3
Jigani,1300.0,3.0,3
Electronic City,890.0,2.0,2
Hennur Road,2060.0,3.0,3
Bommanahalli,1730.0,3.0,3
Yelahanka,2195.0,4.0,3
Kathriguppe,1650.0,3.0,3
KR Puram,1200.0,2.0,2
Hosa Road,1079.0,2.0,2
Panathur,1085.0,2.0,2
Thubarahalli,1200.0,2.0,2
Benson Town,3200.0,4.0,3
Hoodi,1639.0,3.0,3
other,4346.0,5.0,4
Old Madras Road,935.0,2.0,2
Thanisandra,510.0,1.0,1
2nd Phase Judicial Layout,1450.0,2.0,3
BEML Layout,999.0,2.0,2
Marathahalli,1350.0,4.0,5
Kothannur,1100.0,2.0,2
Lingadheeranahalli,1519.0,3.0,3
Dommasandra,1267.0,3.0,3
Sanjay nagar,1150.0,2.0,2
Marathahalli,1146.0,2.0,2
other,2200.0,3.0,3
other,3329.0,3.0,3
Electronics City Phase 1,785.0,1.0,1
Hebbal Kempapura,2900.0,4.0,3
Raja Rajeshwari Nagar,1610.0,3.0,3
Bellandur,921.0,2.0,2
Kengeri Satellite Town,850.0,3.0,3
Sarjapur  Road,1700.0,3.0,3
Sarjapur,1020.0,2.0,2
Billekahalli,1090.0,2.0,2
other,3600.0,4.0,4
Haralur Road,1027.0,2.0,2
Doddathoguru,850.0,2.0,2
Harlur,1197.0,2.0,2
other,3500.0,3.0,4
Poorna Pragna Layout,920.0,2.0,2
Raja Rajeshwari Nagar,1105.0,2.0,2
Judicial Layout,1300.0,3.0,3
Kodihalli,3073.0,5.0,4
Horamavu Agara,755.0,2.0,2
Nagasandra,4050.0,5.0,5
Bannerghatta Road,1215.0,2.0,2
Banashankari Stage III,1145.0,2.0,2
Bannerghatta Road,1654.0,3.0,3
NGR Layout,1105.0,2.0,2
Devanahalli,1010.0,2.0,2
other,750.0,2.0,3
other,1535.0,3.0,3
Anekal,620.0,2.0,2
Horamavu Agara,982.0,2.0,2
Banashankari Stage II,1700.0,2.0,2
JP Nagar,2500.0,3.0,3
Yelahanka New Town,440.0,1.0,1
Yelahanka,1614.0,3.0,3
Neeladri Nagar,1363.0,2.0,2
Kogilu,650.0,2.0,2
Horamavu Banaswadi,1156.0,2.0,2
KR Puram,1200.0,2.0,2
other,700.0,1.0,1
Kadugodi,1890.0,4.0,3
other,2197.0,4.0,3
Hebbal Kempapura,3522.0,3.0,3
HRBR Layout,1440.0,2.0,2
Kodichikkanahalli,650.0,1.0,1
Budigere,764.0,1.0,1
Sector 7 HSR Layout,900.0,4.0,5
Singasandra,1030.0,2.0,2
Basapura,1100.0,2.0,2
Thigalarapalya,1200.0,2.0,2
Begur Road,1200.0,2.0,2
Kasturi Nagar,1080.0,2.0,2
Akshaya Nagar,1360.0,2.0,3
Jakkur,1865.0,3.0,3
Sarjapur  Road,1157.0,2.0,3
Kammasandra,674.0,2.0,2
Whitefield,1405.0,2.0,3
Begur Road,1160.0,2.0,2
other,1600.0,3.0,4
Hebbal,1790.0,3.0,3
Electronic City,1128.0,2.0,2
Panathur,1180.0,2.0,2
other,1450.0,2.0,3
Kengeri,340.0,1.0,1
other,2000.0,3.0,4
Varthur,1125.0,2.0,2
Vittasandra,1246.0,2.0,2
HSR Layout,1372.0,2.0,2
Uttarahalli,1330.0,2.0,3
Dasarahalli,1300.0,2.0,2
other,1420.0,1.0,2
Channasandra,1065.0,2.0,2
Hebbal,687.325,2.0,2
Uttarahalli,1200.0,2.0,2
other,1756.0,3.0,3
Malleshwaram,750.0,8.0,9
Yelahanka,628.0,1.0,1
9th Phase JP Nagar,1200.0,6.0,7
5th Phase JP Nagar,1207.0,2.0,2
Kalena Agrahara,1765.0,3.0,3
other,1532.0,3.0,3
other,1650.0,3.0,3
Horamavu Banaswadi,1200.0,4.0,4
Bhoganhalli,804.1,2.0,2
Doddathoguru,1200.0,2.0,2
Kengeri,1197.0,2.0,2
other,1010.0,2.0,2
Whitefield,2225.0,3.0,3
other,1525.0,2.0,3
Ananth Nagar,1100.0,2.0,2
Attibele,400.0,1.0,1
Dommasandra,1200.0,2.0,2
Whitefield,1272.0,2.0,2
Kalena Agrahara,980.0,2.0,2
Malleshpalya,1225.0,2.0,2
Ramagondanahalli,1610.0,2.0,3
Jalahalli,1694.0,2.0,2
other,600.0,3.0,3
Kaggalipura,950.0,2.0,2
Chandapura,1500.0,2.0,2
Raja Rajeshwari Nagar,1258.0,2.0,2
Thigalarapalya,1297.0,2.0,2
Kundalahalli,1291.0,2.0,2
Varthur,1012.0,2.0,2
Mahadevpura,1260.0,2.0,2
Sarjapur  Road,1282.0,2.0,2
other,2400.0,3.0,4
EPIP Zone,1330.0,2.0,2
Konanakunte,1400.0,2.0,3
Whitefield,1192.0,2.0,2
other,1000.0,2.0,2
Thigalarapalya,1297.0,2.0,2
Sarjapur  Road,615.0,1.0,1
Rayasandra,1373.0,3.0,3
7th Phase JP Nagar,1035.0,2.0,2
Doddakallasandra,1010.0,2.0,2
Sarjapur,1195.0,2.0,2
HSR Layout,1750.0,3.0,3
Malleshpalya,1052.0,2.0,2
Horamavu Banaswadi,1180.0,2.0,2
Padmanabhanagar,3680.0,4.0,5
Raja Rajeshwari Nagar,1128.0,2.0,2
Ulsoor,2700.0,3.0,3
JP Nagar,1120.0,2.0,2
Kanakapura,1090.0,2.0,2
Yelahanka,2710.0,3.0,3
Banjara Layout,1294.0,2.0,3
Begur,1580.0,3.0,3
Uttarahalli,400.0,5.0,5
Chikka Tirupathi,1808.0,4.0,3
Rajaji Nagar,3516.0,4.0,4
Parappana Agrahara,1194.0,2.0,2
Kogilu,925.0,7.0,7
Yelachenahalli,2400.0,1.0,2
Koramangala,1290.0,2.0,2
other,1390.0,3.0,3
Bisuvanahalli,845.0,2.0,2
Yelahanka,1537.0,3.0,3
Hebbal,1985.0,4.0,3
JP Nagar,2550.0,9.0,9
Sarjapur,1200.0,5.0,4
Ardendale,3198.0,4.0,4
Hebbal,2483.0,5.0,4
Begur,1550.0,4.0,4
Sarjapur  Road,4111.0,4.0,4
other,2500.0,3.0,3
Rajiv Nagar,1690.0,3.0,3
Hosa Road,1063.0,2.0,2
Cooke Town,2572.0,3.0,3
other,2200.0,4.0,3
Bommanahalli,520.0,1.0,1
Munnekollal,1390.0,3.0,3
Sahakara Nagar,1219.0,2.0,2
Kudlu Gate,1564.0,2.0,3
Hosa Road,1100.0,2.0,2
Kothannur,1300.0,2.0,3
Chikkabanavar,1600.0,2.0,3
Hennur Road,1482.0,2.0,3
Marsur,1000.0,4.0,3
Shampura,1200.0,2.0,2
Gubbalala,600.0,3.0,3
Kengeri,1200.0,2.0,2
Kereguddadahalli,600.0,4.0,6
Nagarbhavi,2400.0,3.0,3
Marathahalli,1469.0,3.0,3
Kanakapura,551.0,1.0,1
Balagere,1205.0,2.0,2
Gubbalala,1745.0,3.0,3
AECS Layout,1028.0,2.0,2
Frazer Town,1700.0,3.0,3
Karuna Nagar,1200.0,2.0,3
Kodihalli,2700.0,4.0,3
Ramamurthy Nagar,1200.0,3.0,2
Electronic City Phase II,1266.0,2.0,2
Mysore Road,1060.0,2.0,2
other,1168.0,3.0,3
Talaghattapura,2038.5,3.0,3
Attibele,500.0,1.0,1
Hulimavu,1080.0,2.0,2
other,817.0,2.0,4
Harlur,1310.0,2.0,2
Horamavu Agara,1650.0,2.0,3
other,1515.0,3.0,3
Raja Rajeshwari Nagar,1157.0,2.0,2
Rachenahalli,1530.0,2.0,3
Judicial Layout,2070.0,3.0,3
Sarjapur  Road,3900.0,4.0,4
Electronic City Phase II,1000.0,2.0,2
Ananth Nagar,982.0,2.0,2
Hennur Road,1232.0,2.0,2
Binny Pete,1282.0,3.0,3
Yelahanka,654.0,1.0,1
Bannerghatta Road,1181.0,2.0,2
Bisuvanahalli,1075.0,2.0,3
2nd Stage Nagarbhavi,1200.0,4.0,4
Whitefield,1626.0,3.0,3
Whitefield,1585.0,3.0,3
7th Phase JP Nagar,1370.0,2.0,2
Whitefield,3250.0,5.0,5
Kanakpura Road,1495.0,2.0,2
other,2000.0,3.0,3
other,2400.0,4.0,5
Kereguddadahalli,1400.0,2.0,3
Kadugodi,1100.0,5.0,5
Hebbal Kempapura,1200.0,4.0,4
Hebbal,1080.0,2.0,2
Kaikondrahalli,1645.0,3.0,3
other,1760.0,3.0,3
other,595.0,1.0,1
Bommenahalli,1200.0,3.0,3
JP Nagar,4624.5,4.0,4
Ramagondanahalli,540.0,1.0,1
Ulsoor,1275.0,2.0,2
Kathriguppe,1245.0,2.0,3
Panathur,1193.0,2.0,2
Chandapura,850.0,2.0,2
Gunjur,1600.0,3.0,3
Electronics City Phase 1,1750.0,3.0,3
other,2200.0,4.0,4
R.T. Nagar,1200.0,2.0,2
Sadashiva Nagar,2780.0,5.0,4
other,8000.0,27.0,27
Ardendale,2422.0,4.0,4
Kasavanhalli,1100.0,2.0,2
Uttarahalli,882.0,2.0,2
Bisuvanahalli,845.0,2.0,2
Kambipura,883.0,2.0,2
Whitefield,1280.0,2.0,2
other,1700.0,2.0,4
Choodasandra,1300.0,2.0,2
other,1450.0,1.0,2
Harlur,1757.0,3.0,3
Anekal,600.0,1.0,1
Sarjapur,1240.0,2.0,2
EPIP Zone,1330.0,2.0,2
8th Phase JP Nagar,1062.0,2.0,2
JP Nagar,1078.0,2.0,2
Whitefield,1200.0,3.0,3
Laggere,1200.0,1.0,1
Kammasandra,912.0,2.0,3
other,2400.0,5.0,5
Prithvi Layout,2028.0,4.0,4
Mysore Road,980.0,2.0,2
Sarjapur  Road,1050.0,2.0,2
Bannerghatta,2611.0,3.0,3
Domlur,1875.0,2.0,3
Hennur Road,1065.0,2.0,2
Sanjay nagar,1800.0,3.0,3
Sector 7 HSR Layout,1163.0,2.0,2
Tumkur Road,1098.0,2.0,2
5th Phase JP Nagar,1725.0,2.0,3
Whitefield,4000.0,4.0,4
Thubarahalli,1128.0,2.0,2
Thigalarapalya,1418.0,2.0,2
Ramamurthy Nagar,1500.0,3.0,3
Hebbal,1100.0,2.0,2
Hebbal,812.0,2.0,2
Whitefield,1420.0,2.0,2
Banashankari Stage II,1200.0,2.0,4
Old Airport Road,2774.0,4.0,4
Indira Nagar,2800.0,3.0,3
other,1650.0,3.0,3
Jigani,914.0,2.0,2
Hennur Road,1482.0,2.0,3
Kundalahalli,1724.0,3.0,3
Banaswadi,1184.0,2.0,2
Kodigehaali,1200.0,2.0,2
TC Palaya,1200.0,2.0,2
Jigani,927.0,2.0,2
Electronic City,1360.0,2.0,3
Brookefield,2800.0,4.0,4
7th Phase JP Nagar,1180.0,2.0,2
Whitefield,1697.0,3.0,3
Yelahanka New Town,550.0,2.0,2
Hennur,1225.0,2.0,2
other,1660.0,10.0,10
other,1250.0,2.0,3
JP Nagar,1050.0,1.0,1
HSR Layout,1027.0,2.0,2
other,712.0,2.0,4
Horamavu Agara,950.0,2.0,2
TC Palaya,1200.0,2.0,2
Akshaya Nagar,1476.0,3.0,3
CV Raman Nagar,1070.0,2.0,2
EPIP Zone,2160.0,4.0,3
Sector 2 HSR Layout,1296.0,2.0,2
Chikkalasandra,1800.0,1.0,2
Koramangala,1300.0,2.0,2
Electronic City,770.0,1.0,2
other,1650.0,4.0,3
Domlur,1429.0,3.0,3
Bommasandra,1035.0,2.0,2
2nd Stage Nagarbhavi,1200.0,4.0,5
Nagarbhavi,884.0,2.0,1
Haralur Road,1194.0,2.0,2
Hoodi,1026.0,2.0,2
Shivaji Nagar,1400.0,6.0,7
Kaikondrahalli,1115.0,2.0,2
Hebbal Kempapura,1200.0,2.0,2
Old Airport Road,2690.0,4.0,4
Subramanyapura,975.0,2.0,2
Hosa Road,675.0,3.0,3
Chamrajpet,1900.0,2.0,4
Banashankari,600.0,3.0,3
OMBR Layout,1101.0,2.0,2
Sarjapur  Road,1700.0,3.0,3
Whitefield,3606.0,4.0,4
Padmanabhanagar,1258.0,2.0,2
Kanakpura Road,1560.0,3.0,3
JP Nagar,2000.0,3.0,3
Badavala Nagar,1494.0,2.0,3
Hennur Road,1482.0,2.0,3
Raja Rajeshwari Nagar,1185.0,2.0,2
Hulimavu,1100.0,2.0,2
NRI Layout,1300.0,2.0,2
other,1225.0,2.0,2
Banaswadi,1145.0,2.0,2
Hormavu,1180.0,2.0,2
Arekere,1190.0,2.0,2
Sarjapur  Road,1691.0,3.0,3
other,3675.0,4.0,4
Basavangudi,2337.0,4.0,3
other,1200.0,2.0,2
Domlur,1206.0,2.0,2
Kogilu,1140.0,2.0,2
other,600.0,2.0,3
Kereguddadahalli,800.0,2.0,2
Jalahalli East,1020.0,2.0,2
Anekal,925.0,2.0,2
Yelachenahalli,1800.0,3.0,4
other,1614.0,3.0,3
Yeshwanthpur,682.0,2.0,3
Gottigere,1200.0,2.0,2
TC Palaya,900.0,2.0,2
Bommenahalli,1632.0,3.0,4
OMBR Layout,1041.0,2.0,2
7th Phase JP Nagar,5080.0,7.0,6
Sector 2 HSR Layout,1450.0,2.0,3
Bannerghatta Road,1200.0,2.0,2
Sahakara Nagar,1200.0,4.0,4
Hosur Road,1508.0,2.0,3
other,600.0,7.0,7
Old Airport Road,2690.0,4.0,4
Harlur,1174.0,2.0,2
Frazer Town,1870.0,3.0,3
Kengeri Satellite Town,1072.0,2.0,2
Kengeri,726.0,2.0,2
Hosur Road,1345.0,2.0,2
Begur Road,1200.0,2.0,2
Nagavarapalya,980.0,2.0,2
Hormavu,1050.0,2.0,2
Uttarahalli,993.0,2.0,2
Whitefield,1204.0,4.0,4
Hormavu,1200.0,2.0,2
other,1480.0,3.0,3
Sarjapur,950.0,2.0,2
Domlur,640.0,1.0,1
Electronic City Phase II,972.0,2.0,2
Electronic City,1128.0,2.0,2
Basapura,1045.0,2.0,2
Doddakallasandra,1360.0,2.0,3
BTM Layout,1150.0,2.0,2
Hennur Road,3450.0,4.0,4
Jigani,920.0,2.0,2
Bommasandra Industrial Area,1030.0,2.0,2
Thanisandra,1564.0,3.0,3
Uttarahalli,1045.0,2.0,2
Hegde Nagar,1200.0,4.0,4
Subramanyapura,1277.0,2.0,2
other,2479.13,3.0,3
Sarjapur  Road,1846.0,3.0,3
other,1100.0,2.0,2
Hormavu,1200.0,3.0,2
Rajaji Nagar,1640.0,3.0,3
other,1925.0,3.0,3
other,650.0,1.0,1
Kaggadasapura,1150.0,2.0,2
Kothannur,930.0,6.0,6
6th Phase JP Nagar,600.0,2.0,3
other,2000.0,3.0,3
Tumkur Road,1354.0,3.0,3
other,1050.0,2.0,2
Arekere,600.0,1.0,1
Varthur,1320.0,2.0,4
GM Palaya,1000.0,2.0,2
Vittasandra,1238.0,2.0,2
other,2204.0,2.0,3
Gubbalala,1745.0,3.0,3
Kogilu,1200.0,2.0,2
Kanakapura,1020.0,2.0,2
Banashankari Stage III,1650.0,3.0,3
5th Phase JP Nagar,1440.0,2.0,2
Sarjapura - Attibele Road,1329.0,2.0,3
Hulimavu,688.0,1.0,1
Kanakpura Road,1331.0,2.0,2
Malleshwaram,686.0,1.0,1
Hoodi,1050.0,2.0,2
Talaghattapura,2106.0,3.0,3
5th Block Hbr Layout,1206.0,2.0,2
Hebbal,1075.0,2.0,2
Sarjapur  Road,1200.0,3.0,3
Sahakara Nagar,1100.0,2.0,3
Jalahalli East,800.0,2.0,3
other,1685.0,2.0,3
CV Raman Nagar,740.0,2.0,2
Chamrajpet,1080.0,4.0,4
Magadi Road,1500.0,2.0,4
Banashankari,1800.0,3.0,3
Yelachenahalli,1700.0,3.0,3
Uttarahalli,850.0,2.0,2
Hennur Road,1891.0,3.0,3
Jalahalli,1400.0,1.0,2
Lakshminarayana Pura,1172.0,2.0,2
Sonnenahalli,896.0,2.0,2
Vijayanagar,1180.0,2.0,2
Basaveshwara Nagar,2460.0,7.0,7
Anekal,530.0,1.0,1
other,1550.0,3.0,3
Kanakapura,1699.0,3.0,3
Ananth Nagar,500.0,2.0,1
other,500.0,1.0,1
Malleshwaram,2475.0,4.0,3
Haralur Road,1455.0,2.0,2
Seegehalli,800.0,1.0,2
Abbigere,765.0,2.0,1
Lingadheeranahalli,1521.0,3.0,3
other,3155.0,4.0,3
Hebbal Kempapura,2900.0,4.0,3
other,1765.0,3.0,3
Amruthahalli,1900.0,3.0,3
Bommasandra,1034.0,2.0,2
Electronic City,1070.0,2.0,2
Mahadevpura,3555.0,4.0,4
5th Block Hbr Layout,1270.0,2.0,3
Yeshwanthpur,585.0,1.0,2
other,2045.0,4.0,3
Bellandur,1490.0,2.0,3
Banaswadi,6150.0,6.0,7
Mysore Road,883.0,2.0,2
Yeshwanthpur,671.0,1.0,1
Kammasandra,1156.0,2.0,2
Haralur Road,2017.0,3.0,3
Kanakpura Road,1296.0,2.0,2
Budigere,1139.0,2.0,2
CV Raman Nagar,1230.0,3.0,2
other,581.91,2.0,1
Binny Pete,1245.0,2.0,2
other,1158.0,2.0,3
Ramamurthy Nagar,360.0,1.0,1
Green Glen Layout,1670.0,3.0,3
Horamavu Banaswadi,1307.0,2.0,2
Hennur Road,1703.0,3.0,3
Haralur Road,1140.0,2.0,2
Kalkere,925.0,2.0,2
1st Block Koramangala,1415.0,2.0,2
Yeshwanthpur,1852.0,3.0,3
Hoskote,1250.0,3.0,3
9th Phase JP Nagar,1100.0,2.0,2
2nd Phase Judicial Layout,1150.0,2.0,2
Jakkur,1100.0,2.0,2
Magadi Road,1350.0,1.0,2
Panathur,1546.0,3.0,3
Ambedkar Nagar,1424.0,2.0,2
Indira Nagar,1650.0,3.0,3
HBR Layout,1200.0,4.0,4
Brookefield,1476.0,3.0,3
other,500.0,2.0,2
other,4750.0,5.0,4
Sarjapur,1285.0,2.0,3
Ambalipura,1150.0,2.0,2
other,1350.0,3.0,3
Thubarahalli,1185.0,2.0,2
other,2400.0,5.0,4
Kanakpura Road,1297.0,2.0,2
Sector 1 HSR Layout,1840.0,3.0,3
Ramamurthy Nagar,950.0,2.0,2
Chikkabanavar,1200.0,4.0,5
BTM 2nd Stage,950.0,2.0,2
Yeshwanthpur,1277.5,2.0,2
Electronic City,1571.0,3.0,3
Electronic City Phase II,1031.0,2.0,2
Whitefield,1485.0,2.0,2
Ananth Nagar,1109.0,2.0,2
Whitefield,950.0,1.0,1
Laggere,1200.0,2.0,3
Hosa Road,1161.0,2.0,2
Basavangudi,2350.0,3.0,3
Electronic City Phase II,1003.0,2.0,2
other,1350.0,2.0,2
9th Phase JP Nagar,1080.0,2.0,2
Hulimavu,1255.0,2.0,2
Banaswadi,1250.0,2.0,2
Brookefield,1700.0,4.0,4
Ramamurthy Nagar,1200.0,2.0,3
1st Phase JP Nagar,1875.0,3.0,3
Electronic City,1111.0,3.0,3
Kothannur,1197.0,2.0,2
Marathahalli,2519.0,5.0,4
other,1340.0,2.0,3
Old Madras Road,1450.0,3.0,4
Hoodi,1837.0,3.0,3
Haralur Road,1200.0,4.0,4
Kudlu Gate,1238.0,2.0,2
Doddaballapur,1690.0,3.0,4
other,1620.0,2.0,3
Kanakpura Road,1673.0,3.0,3
Margondanahalli,1090.0,2.0,2
Varthur,1112.0,2.0,2
Electronic City Phase II,545.0,1.0,2
Subramanyapura,985.0,2.0,2
Kanakpura Road,825.0,1.0,1
Hosa Road,1430.0,2.0,2
Kengeri Satellite Town,1050.0,2.0,2
Kumaraswami Layout,2000.0,4.0,4
Banashankari Stage VI,4800.0,4.0,4
other,1533.0,3.0,3
other,2800.0,3.0,4
Malleshwaram,2610.0,3.0,3
Lakshminarayana Pura,1750.0,3.0,3
Prithvi Layout,1352.0,2.0,2
Harlur,1754.0,3.0,3
Channasandra,1470.0,2.0,3
9th Phase JP Nagar,1035.0,2.0,2
Whitefield,2400.0,5.0,4
Kammanahalli,1160.0,2.0,2
Jakkur,1100.0,2.0,2
Horamavu Agara,1170.0,2.0,2
Bannerghatta Road,595.0,1.0,1
HSR Layout,1650.0,3.0,3
1st Block Jayanagar,1875.0,2.0,3
other,800.0,4.0,4
Ramagondanahalli,1235.0,2.0,2
other,750.0,1.0,1
7th Phase JP Nagar,1400.0,3.0,3
Bannerghatta Road,1105.0,2.0,2
other,1375.0,2.0,3
Gottigere,1200.0,8.0,8
other,3800.0,3.0,3
Raja Rajeshwari Nagar,3125.0,9.0,9
Whitefield,825.0,1.0,1
Ganga Nagar,720.0,3.0,3
Panathur,1195.0,2.0,2
KR Puram,750.0,2.0,2
Iblur Village,1920.0,3.0,3
Nagarbhavi,1200.0,5.0,6
Kothanur,1140.0,4.0,4
Kaggadasapura,1110.0,2.0,2
Kaggadasapura,1105.0,2.0,2
Anekal,1800.0,3.0,3
Bommanahalli,1000.0,2.0,2
Prithvi Layout,1190.0,2.0,2
2nd Stage Nagarbhavi,1350.0,4.0,4
Sarjapur  Road,1929.0,4.0,3
Ramamurthy Nagar,1525.0,3.0,3
Nehru Nagar,1775.0,3.0,3
Banashankari,1125.0,2.0,2
Sarjapur  Road,1155.0,2.0,2
Hulimavu,1200.0,4.0,4
Sonnenahalli,1268.0,2.0,2
other,1500.0,3.0,3
Electronic City,630.0,1.0,1
Kaggadasapura,1060.0,2.0,2
Lingadheeranahalli,1687.0,3.0,3
Thanisandra,1847.0,3.0,3
Begur Road,1410.0,2.0,3
7th Phase JP Nagar,1075.0,2.0,2
Rajaji Nagar,3526.0,4.0,4
BTM Layout,3000.0,3.0,3
Basavangudi,1500.0,2.0,3
Haralur Road,1875.0,3.0,3
Kasturi Nagar,1101.0,2.0,2
Sarjapur  Road,1215.0,2.0,2
Kengeri Satellite Town,1007.0,2.0,2
Bellandur,2039.0,3.0,3
Ulsoor,1020.0,3.0,3
other,4000.0,4.0,4
Gunjur Palya,1050.0,2.0,2
Kundalahalli,1010.0,2.0,2
KR Puram,1015.0,2.0,2
Lakshminarayana Pura,1179.0,2.0,2
Kammasandra,870.0,2.0,2
Bellandur,1605.0,3.0,3
Banashankari Stage VI,2800.0,4.0,4
Malleshwaram,2475.0,4.0,3
Ramamurthy Nagar,1200.0,2.0,2
other,1200.0,2.0,2
Kammasandra,1200.0,2.0,2
Hennur,1255.0,2.0,2
Hosur Road,1085.0,2.0,2
Kanakpura Road,1592.0,3.0,3
Kogilu,1934.0,3.0,3
Harlur,1200.0,2.0,2
Uttarahalli,3600.0,6.0,6
Old Madras Road,935.0,2.0,2
Bommasandra,877.0,2.0,2
Nagasandra,1470.0,2.0,3
other,1050.0,1.0,1
Hennur Road,1232.0,2.0,2
Ambedkar Nagar,2225.0,4.0,3
other,1200.0,2.0,3
Dasarahalli,1901.0,3.0,3
Sarjapur  Road,1819.0,3.0,3
other,1200.0,4.0,4
7th Phase JP Nagar,1100.0,2.0,2
TC Palaya,4800.0,3.0,4
Kothanur,1435.0,3.0,3
Sarjapur  Road,1845.0,4.0,3
Jigani,2400.0,4.0,3
HSR Layout,1140.0,2.0,2
Ulsoor,1200.0,2.0,2
Talaghattapura,2254.0,3.0,3
Frazer Town,1750.0,3.0,3
Bommanahalli,515.0,1.0,1
Lingadheeranahalli,1893.0,3.0,3
other,3025.0,3.0,3
